"","gene"
"10730","ENSG00000101004"
"10731","ENSG00000132603"
"10732","ENSG00000218428"
"10733","ENSG00000288478"
"10734","ENSG00000140157"
"10735","ENSG00000163293"
"10736","ENSG00000104361"
"10737","ENSG00000001461"
"10738","ENSG00000172548"
"10739","ENSG00000164190"
"10740","ENSG00000184117"
"10741","ENSG00000136783"
"10742","ENSG00000165028"
"10743","ENSG00000010322"
"10744","ENSG00000158793"
"10745","ENSG00000114021"
"10746","ENSG00000084628"
"10747","ENSG00000188580"
"10748","ENSG00000185942"
"10749","ENSG00000101198"
"10750","ENSG00000101882"
"10751","ENSG00000189134"
"10752","ENSG00000233382"
"10753","ENSG00000140807"
"10754","ENSG00000276920"
"10755","ENSG00000105374"
"10756","ENSG00000197885"
"10757","ENSG00000168256"
"10758","ENSG00000179846"
"10759","ENSG00000186416"
"10760","ENSG00000114857"
"10761","ENSG00000229544"
"10762","ENSG00000136352"
"10763","ENSG00000125820"
"10764","ENSG00000119919"
"10765","ENSG00000125816"
"10766","ENSG00000183072"
"10767","ENSG00000136327"
"10768","ENSG00000167034"
"10769","ENSG00000109705"
"10770","ENSG00000163623"
"10771","ENSG00000148826"
"10772","ENSG00000165066"
"10773","ENSG00000073536"
"10774","ENSG00000169760"
"10775","ENSG00000283859"
"10776","ENSG00000196338"
"10777","ENSG00000146938"
"10778","ENSG00000165246"
"10779","ENSG00000087095"
"10780","ENSG00000123213"
"10781","ENSG00000167984"
"10782","ENSG00000091106"
"10783","ENSG00000140853"
"10784","ENSG00000091592"
"10785","ENSG00000281166"
"10786","ENSG00000179873"
"10787","ENSG00000142405"
"10788","ENSG00000158077"
"10789","ENSG00000274638"
"10790","ENSG00000215174"
"10791","ENSG00000162711"
"10792","ENSG00000277883"
"10793","ENSG00000160505"
"10794","ENSG00000171487"
"10795","ENSG00000174885"
"10796","ENSG00000276804"
"10797","ENSG00000179709"
"10798","ENSG00000185792"
"10799","ENSG00000256581"
"10800","ENSG00000160703"
"10801","ENSG00000291631"
"10802","ENSG00000135577"
"10803","ENSG00000169251"
"10804","ENSG00000226342"
"10805","ENSG00000239672"
"10806","ENSG00000011052"
"10807","ENSG00000243678"
"10808","ENSG00000103024"
"10809","ENSG00000103202"
"10810","ENSG00000112981"
"10811","ENSG00000172113"
"10812","ENSG00000143156"
"10813","ENSG00000086288"
"10814","ENSG00000181322"
"10815","ENSG00000123609"
"10816","ENSG00000173614"
"10817","ENSG00000157064"
"10818","ENSG00000163864"
"10819","ENSG00000274684"
"10820","ENSG00000106733"
"10821","ENSG00000077009"
"10822","ENSG00000136448"
"10823","ENSG00000152465"
"10824","ENSG00000109255"
"10825","ENSG00000171596"
"10826","ENSG00000132911"
"10827","ENSG00000053438"
"10828","ENSG00000166741"
"10829","ENSG00000112992"
"10830","ENSG00000084092"
"10831","ENSG00000141101"
"10832","ENSG00000188976"
"10833","ENSG00000292123"
"10834","ENSG00000173145"
"10835","ENSG00000288146"
"10836","ENSG00000151014"
"10837","ENSG00000106100"
"10838","ENSG00000167207"
"10839","ENSG00000156574"
"10840","ENSG00000183691"
"10841","ENSG00000115761"
"10842","ENSG00000130935"
"10843","ENSG00000273899"
"10844","ENSG00000140939"
"10845","ENSG00000101746"
"10846","ENSG00000197183"
"10847","ENSG00000165271"
"10848","ENSG00000225921"
"10849","ENSG00000198000"
"10850","ENSG00000162408"
"10851","ENSG00000166197"
"10852","ENSG00000146909"
"10853","ENSG00000274779"
"10854","ENSG00000185164"
"10855","ENSG00000278087"
"10856","ENSG00000147140"
"10857","ENSG00000237522"
"10858","ENSG00000291996"
"10859","ENSG00000087269"
"10860","ENSG00000048162"
"10861","ENSG00000111641"
"10862","ENSG00000101361"
"10863","ENSG00000235559"
"10864","ENSG00000257956"
"10865","ENSG00000055044"
"10866","ENSG00000285326"
"10867","ENSG00000089250"
"10868","ENSG00000198929"
"10869","ENSG00000007171"
"10870","ENSG00000230528"
"10871","ENSG00000164867"
"10872","ENSG00000142546"
"10873","ENSG00000275326"
"10874","ENSG00000148400"
"10875","ENSG00000134250"
"10876","ENSG00000074181"
"10877","ENSG00000238196"
"10878","ENSG00000214513"
"10879","ENSG00000185269"
"10880","ENSG00000139910"
"10881","ENSG00000104967"
"10882","ENSG00000007952"
"10883","ENSG00000086991"
"10884","ENSG00000290203"
"10885","ENSG00000188747"
"10886","ENSG00000291939"
"10887","ENSG00000165555"
"10888","ENSG00000185823"
"10889","ENSG00000214695"
"10890","ENSG00000237740"
"10891","ENSG00000130751"
"10892","ENSG00000170485"
"10893","ENSG00000151322"
"10894","ENSG00000174576"
"10895","ENSG00000149308"
"10896","ENSG00000183979"
"10897","ENSG00000288611"
"10898","ENSG00000141458"
"10899","ENSG00000015520"
"10900","ENSG00000119655"
"10901","ENSG00000107281"
"10902","ENSG00000215440"
"10903","ENSG00000141279"
"10904","ENSG00000139574"
"10905","ENSG00000148734"
"10906","ENSG00000056291"
"10907","ENSG00000144061"
"10908","ENSG00000113971"
"10909","ENSG00000274810"
"10910","ENSG00000131697"
"10911","ENSG00000161270"
"10912","ENSG00000281994"
"10913","ENSG00000254852"
"10914","ENSG00000278308"
"10915","ENSG00000282705"
"10916","ENSG00000277983"
"10917","ENSG00000214940"
"10918","ENSG00000284454"
"10919","ENSG00000196436"
"10920","ENSG00000169246"
"10921","ENSG00000283855"
"10922","ENSG00000284218"
"10923","ENSG00000198156"
"10924","ENSG00000233232"
"10925","ENSG00000255524"
"10926","ENSG00000196993"
"10927","ENSG00000188599"
"10928","ENSG00000135838"
"10929","ENSG00000182446"
"10930","ENSG00000181163"
"10931","ENSG00000182965"
"10932","ENSG00000225739"
"10933","ENSG00000223864"
"10934","ENSG00000248578"
"10935","ENSG00000227969"
"10936","ENSG00000242109"
"10937","ENSG00000215086"
"10938","ENSG00000229417"
"10939","ENSG00000235677"
"10940","ENSG00000249353"
"10941","ENSG00000239351"
"10942","ENSG00000228219"
"10943","ENSG00000213239"
"10944","ENSG00000213925"
"10945","ENSG00000255213"
"10946","ENSG00000219085"
"10947","ENSG00000225159"
"10948","ENSG00000236523"
"10949","ENSG00000259440"
"10950","ENSG00000213104"
"10951","ENSG00000258925"
"10952","ENSG00000213333"
"10953","ENSG00000213881"
"10954","ENSG00000236285"
"10955","ENSG00000231066"
"10956","ENSG00000158806"
"10957","ENSG00000107833"
"10958","ENSG00000168743"
"10959","ENSG00000175206"
"10960","ENSG00000120937"
"10961","ENSG00000163273"
"10962","ENSG00000169418"
"10963","ENSG00000159899"
"10964","ENSG00000113389"
"10965","ENSG00000114388"
"10966","ENSG00000103148"
"10967","ENSG00000187258"
"10968","ENSG00000156642"
"10969","ENSG00000171246"
"10970","ENSG00000106236"
"10971","ENSG00000221890"
"10972","ENSG00000291946"
"10973","ENSG00000122585"
"10974","ENSG00000164128"
"10975","ENSG00000185149"
"10976","ENSG00000204174"
"10977","ENSG00000164129"
"10978","ENSG00000226306"
"10979","ENSG00000181019"
"10980","ENSG00000124588"
"10981","ENSG00000169297"
"10982","ENSG00000131910"
"10983","ENSG00000126368"
"10984","ENSG00000174738"
"10985","ENSG00000131408"
"10986","ENSG00000025434"
"10987","ENSG00000012504"
"10988","ENSG00000144852"
"10989","ENSG00000143257"
"10990","ENSG00000120798"
"10991","ENSG00000177463"
"10992","ENSG00000184162"
"10993","ENSG00000112333"
"10994","ENSG00000278570"
"10995","ENSG00000175745"
"10996","ENSG00000185551"
"10997","ENSG00000160113"
"10998","ENSG00000113580"
"10999","ENSG00000151623"
"11000","ENSG00000123358"
"11001","ENSG00000153234"
"11002","ENSG00000119508"
"11003","ENSG00000136931"
"11004","ENSG00000116833"
"11005","ENSG00000148200"
"11006","ENSG00000236409"
"11007","ENSG00000197893"
"11008","ENSG00000198435"
"11009","ENSG00000213281"
"11010","ENSG00000148572"
"11011","ENSG00000270427"
"11012","ENSG00000115216"
"11013","ENSG00000185189"
"11014","ENSG00000091129"
"11015","ENSG00000078618"
"11016","ENSG00000119720"
"11017","ENSG00000134986"
"11018","ENSG00000106459"
"11019","ENSG00000157168"
"11020","ENSG00000158458"
"11021","ENSG00000185737"
"11022","ENSG00000169752"
"11023","ENSG00000154146"
"11024","ENSG00000180530"
"11025","ENSG00000053702"
"11026","ENSG00000175352"
"11027","ENSG00000123572"
"11028","ENSG00000285493"
"11029","ENSG00000228854"
"11030","ENSG00000124785"
"11031","ENSG00000188038"
"11032","ENSG00000099250"
"11033","ENSG00000118257"
"11034","ENSG00000174004"
"11035","ENSG00000152954"
"11036","ENSG00000125841"
"11037","ENSG00000171119"
"11038","ENSG00000179915"
"11039","ENSG00000110076"
"11040","ENSG00000021645"
"11041","ENSG00000164346"
"11042","ENSG00000165671"
"11043","ENSG00000147383"
"11044","ENSG00000276262"
"11045","ENSG00000088833"
"11046","ENSG00000282733"
"11047","ENSG00000168824"
"11048","ENSG00000117697"
"11049","ENSG00000035681"
"11050","ENSG00000169189"
"11051","ENSG00000156831"
"11052","ENSG00000282130"
"11053","ENSG00000107672"
"11054","ENSG00000165802"
"11055","ENSG00000126653"
"11056","ENSG00000235613"
"11057","ENSG00000037474"
"11058","ENSG00000178694"
"11059","ENSG00000117481"
"11060","ENSG00000130305"
"11061","ENSG00000223705"
"11062","ENSG00000106133"
"11063","ENSG00000241058"
"11064","ENSG00000179299"
"11065","ENSG00000125458"
"11066","ENSG00000116981"
"11067","ENSG00000185013"
"11068","ENSG00000076685"
"11069","ENSG00000122643"
"11070","ENSG00000213492"
"11071","ENSG00000141698"
"11072","ENSG00000178425"
"11073","ENSG00000168268"
"11074","ENSG00000111696"
"11075","ENSG00000144130"
"11076","ENSG00000135318"
"11077","ENSG00000205309"
"11078","ENSG00000275779"
"11079","ENSG00000250569"
"11080","ENSG00000185652"
"11081","ENSG00000225950"
"11082","ENSG00000065057"
"11083","ENSG00000182667"
"11084","ENSG00000148335"
"11085","ENSG00000065320"
"11086","ENSG00000162068"
"11087","ENSG00000074527"
"11088","ENSG00000142233"
"11089","ENSG00000162631"
"11090","ENSG00000196358"
"11091","ENSG00000135778"
"11092","ENSG00000198400"
"11093","ENSG00000148053"
"11094","ENSG00000140538"
"11095","ENSG00000133636"
"11096","ENSG00000101188"
"11097","ENSG00000169006"
"11098","ENSG00000074590"
"11099","ENSG00000163545"
"11100","ENSG00000013374"
"11101","ENSG00000103274"
"11102","ENSG00000095906"
"11103","ENSG00000151413"
"11104","ENSG00000104805"
"11105","ENSG00000070081"
"11106","ENSG00000069275"
"11107","ENSG00000090273"
"11108","ENSG00000120526"
"11109","ENSG00000170584"
"11110","ENSG00000015676"
"11111","ENSG00000106268"
"11112","ENSG00000122824"
"11113","ENSG00000196368"
"11114","ENSG00000112874"
"11115","ENSG00000166321"
"11116","ENSG00000183828"
"11117","ENSG00000136159"
"11118","ENSG00000198585"
"11119","ENSG00000168101"
"11120","ENSG00000186364"
"11121","ENSG00000275074"
"11122","ENSG00000213965"
"11123","ENSG00000251073"
"11124","ENSG00000164978"
"11125","ENSG00000167005"
"11126","ENSG00000149761"
"11127","ENSG00000272325"
"11128","ENSG00000173598"
"11129","ENSG00000271121"
"11130","ENSG00000165609"
"11131","ENSG00000170917"
"11132","ENSG00000140876"
"11133","ENSG00000167799"
"11134","ENSG00000170502"
"11135","ENSG00000143228"
"11136","ENSG00000083635"
"11137","ENSG00000108256"
"11138","ENSG00000189233"
"11139","ENSG00000137497"
"11140","ENSG00000133961"
"11141","ENSG00000105245"
"11142","ENSG00000111581"
"11143","ENSG00000069248"
"11144","ENSG00000124789"
"11145","ENSG00000113569"
"11146","ENSG00000030066"
"11147","ENSG00000095319"
"11148","ENSG00000155561"
"11149","ENSG00000132182"
"11150","ENSG00000143552"
"11151","ENSG00000248916"
"11152","ENSG00000126883"
"11153","ENSG00000163002"
"11154","ENSG00000075188"
"11155","ENSG00000120253"
"11156","ENSG00000093000"
"11157","ENSG00000138750"
"11158","ENSG00000139496"
"11159","ENSG00000213024"
"11160","ENSG00000198088"
"11161","ENSG00000125450"
"11162","ENSG00000108559"
"11163","ENSG00000102900"
"11164","ENSG00000110713"
"11165","ENSG00000176046"
"11166","ENSG00000185290"
"11167","ENSG00000153989"
"11168","ENSG00000235636"
"11169","ENSG00000234685"
"11170","ENSG00000137804"
"11171","ENSG00000102898"
"11172","ENSG00000291987"
"11173","ENSG00000184923"
"11174","ENSG00000188199"
"11175","ENSG00000214562"
"11176","ENSG00000228570"
"11177","ENSG00000130950"
"11178","ENSG00000188152"
"11179","ENSG00000232706"
"11180","ENSG00000143748"
"11181","ENSG00000188039"
"11182","ENSG00000174145"
"11183","ENSG00000162231"
"11184","ENSG00000269405"
"11185","ENSG00000269437"
"11186","ENSG00000147206"
"11187","ENSG00000167693"
"11188","ENSG00000171773"
"11189","ENSG00000291520"
"11190","ENSG00000095110"
"11191","ENSG00000204361"
"11192","ENSG00000144815"
"11193","ENSG00000137634"
"11194","ENSG00000122584"
"11195","ENSG00000144227"
"11196","ENSG00000182575"
"11197","ENSG00000182379"
"11198","ENSG00000132661"
"11199","ENSG00000101888"
"11200","ENSG00000166924"
"11201","ENSG00000144460"
"11202","ENSG00000205978"
"11203","ENSG00000188937"
"11204","ENSG00000224367"
"11205","ENSG00000184232"
"11206","ENSG00000124596"
"11207","ENSG00000089127"
"11208","ENSG00000111335"
"11209","ENSG00000111331"
"11210","ENSG00000135114"
"11211","ENSG00000065154"
"11212","ENSG00000104904"
"11213","ENSG00000180304"
"11214","ENSG00000143450"
"11215","ENSG00000154358"
"11216","ENSG00000124006"
"11217","ENSG00000104044"
"11218","ENSG00000099330"
"11219","ENSG00000109180"
"11220","ENSG00000145247"
"11221","ENSG00000273814"
"11222","ENSG00000122543"
"11223","ENSG00000122126"
"11224","ENSG00000149635"
"11225","ENSG00000109205"
"11226","ENSG00000115758"
"11227","ENSG00000244556"
"11228","ENSG00000136811"
"11229","ENSG00000122417"
"11230","ENSG00000181355"
"11231","ENSG00000046651"
"11232","ENSG00000228212"
"11233","ENSG00000105953"
"11234","ENSG00000197444"
"11235","ENSG00000087263"
"11236","ENSG00000231665"
"11237","ENSG00000111325"
"11238","ENSG00000181396"
"11239","ENSG00000060491"
"11240","ENSG00000119900"
"11241","ENSG00000114026"
"11242","ENSG00000106809"
"11243","ENSG00000147162"
"11244","ENSG00000104147"
"11245","ENSG00000138315"
"11246","ENSG00000138430"
"11247","ENSG00000272813"
"11248","ENSG00000213671"
"11249","ENSG00000257966"
"11250","ENSG00000152463"
"11251","ENSG00000130558"
"11252","ENSG00000105088"
"11253","ENSG00000118733"
"11254","ENSG00000102837"
"11255","ENSG00000224295"
"11256","ENSG00000183801"
"11257","ENSG00000185585"
"11258","ENSG00000162745"
"11259","ENSG00000116774"
"11260","ENSG00000184221"
"11261","ENSG00000205927"
"11262","ENSG00000177468"
"11263","ENSG00000173391"
"11264","ENSG00000162600"
"11265","ENSG00000127083"
"11266","ENSG00000291720"
"11267","ENSG00000169856"
"11268","ENSG00000119547"
"11269","ENSG00000205922"
"11270","ENSG00000203907"
"11271","ENSG00000285029"
"11272","ENSG00000198836"
"11273","ENSG00000125741"
"11274","ENSG00000197430"
"11275","ENSG00000183715"
"11276","ENSG00000079482"
"11277","ENSG00000178814"
"11278","ENSG00000128617"
"11279","ENSG00000054277"
"11280","ENSG00000122375"
"11281","ENSG00000124818"
"11282","ENSG00000116329"
"11283","ENSG00000082556"
"11284","ENSG00000277044"
"11285","ENSG00000112038"
"11286","ENSG00000188770"
"11287","ENSG00000123240"
"11288","ENSG00000172640"
"11289","ENSG00000271890"
"11290","ENSG00000272595"
"11291","ENSG00000254743"
"11292","ENSG00000232289"
"11293","ENSG00000256574"
"11294","ENSG00000188712"
"11295","ENSG00000236083"
"11296","ENSG00000273423"
"11297","ENSG00000267450"
"11298","ENSG00000168124"
"11299","ENSG00000136834"
"11300","ENSG00000285105"
"11301","ENSG00000170356"
"11302","ENSG00000284836"
"11303","ENSG00000284749"
"11304","ENSG00000228960"
"11305","ENSG00000177535"
"11306","ENSG00000168131"
"11307","ENSG00000124657"
"11308","ENSG00000196242"
"11309","ENSG00000178358"
"11310","ENSG00000224319"
"11311","ENSG00000226896"
"11312","ENSG00000196071"
"11313","ENSG00000224227"
"11314","ENSG00000238243"
"11315","ENSG00000168126"
"11316","ENSG00000221882"
"11317","ENSG00000214344"
"11318","ENSG00000230178"
"11319","ENSG00000183251"
"11320","ENSG00000167355"
"11321","ENSG00000180785"
"11322","ENSG00000167332"
"11323","ENSG00000187747"
"11324","ENSG00000181609"
"11325","ENSG00000225101"
"11326","ENSG00000181074"
"11327","ENSG00000255303"
"11328","ENSG00000257763"
"11329","ENSG00000281056"
"11330","ENSG00000231861"
"11331","ENSG00000235213"
"11332","ENSG00000273327"
"11333","ENSG00000273484"
"11334","ENSG00000185385"
"11335","ENSG00000272963"
"11336","ENSG00000188269"
"11337","ENSG00000188000"
"11338","ENSG00000242525"
"11339","ENSG00000238161"
"11340","ENSG00000254593"
"11341","ENSG00000228915"
"11342","ENSG00000189398"
"11343","ENSG00000197882"
"11344","ENSG00000184669"
"11345","ENSG00000254715"
"11346","ENSG00000234386"
"11347","ENSG00000179799"
"11348","ENSG00000251491"
"11349","ENSG00000255203"
"11350","ENSG00000183444"
"11351","ENSG00000257542"
"11352","ENSG00000250561"
"11353","ENSG00000238228"
"11354","ENSG00000205847"
"11355","ENSG00000249646"
"11356","ENSG00000273336"
"11357","ENSG00000255425"
"11358","ENSG00000255298"
"11359","ENSG00000284723"
"11360","ENSG00000226413"
"11361","ENSG00000186509"
"11362","ENSG00000160991"
"11363","ENSG00000175938"
"11364","ENSG00000085840"
"11365","ENSG00000115942"
"11366","ENSG00000135336"
"11367","ENSG00000115947"
"11368","ENSG00000164815"
"11369","ENSG00000091651"
"11370","ENSG00000229314"
"11371","ENSG00000228278"
"11372","ENSG00000128699"
"11373","ENSG00000123353"
"11374","ENSG00000172057"
"11375","ENSG00000135506"
"11376","ENSG00000110048"
"11377","ENSG00000184792"
"11378","ENSG00000144645"
"11379","ENSG00000144909"
"11380","ENSG00000141447"
"11381","ENSG00000130703"
"11382","ENSG00000070882"
"11383","ENSG00000021762"
"11384","ENSG00000079156"
"11385","ENSG00000006025"
"11386","ENSG00000091039"
"11387","ENSG00000117859"
"11388","ENSG00000273511"
"11389","ENSG00000116885"
"11390","ENSG00000132823"
"11391","ENSG00000291794"
"11392","ENSG00000128694"
"11393","ENSG00000140961"
"11394","ENSG00000164823"
"11395","ENSG00000099985"
"11396","ENSG00000145623"
"11397","ENSG00000143867"
"11398","ENSG00000164920"
"11399","ENSG00000228474"
"11400","ENSG00000198856"
"11401","ENSG00000293101"
"11402","ENSG00000226801"
"11403","ENSG00000134996"
"11404","ENSG00000081087"
"11405","ENSG00000188729"
"11406","ENSG00000036473"
"11407","ENSG00000155719"
"11408","ENSG00000115155"
"11409","ENSG00000188162"
"11410","ENSG00000165899"
"11411","ENSG00000183034"
"11412","ENSG00000182938"
"11413","ENSG00000171540"
"11414","ENSG00000167770"
"11415","ENSG00000277276"
"11416","ENSG00000165312"
"11417","ENSG00000169914"
"11418","ENSG00000164164"
"11419","ENSG00000118976"
"11420","ENSG00000068308"
"11421","ENSG00000189401"
"11422","ENSG00000155100"
"11423","ENSG00000169918"
"11424","ENSG00000264522"
"11425","ENSG00000154124"
"11426","ENSG00000115507"
"11427","ENSG00000165588"
"11428","ENSG00000262664"
"11429","ENSG00000187950"
"11430","ENSG00000183378"
"11431","ENSG00000085465"
"11432","ENSG00000172818"
"11433","ENSG00000125850"
"11434","ENSG00000105261"
"11435","ENSG00000155463"
"11436","ENSG00000083720"
"11437","ENSG00000198754"
"11438","ENSG00000237624"
"11439","ENSG00000162881"
"11440","ENSG00000165621"
"11441","ENSG00000204237"
"11442","ENSG00000154814"
"11443","ENSG00000164830"
"11444","ENSG00000151093"
"11445","ENSG00000172939"
"11446","ENSG00000101405"
"11447","ENSG00000180914"
"11448","ENSG00000108405"
"11449","ENSG00000187848"
"11450","ENSG00000109991"
"11451","ENSG00000135124"
"11452","ENSG00000083454"
"11453","ENSG00000257950"
"11454","ENSG00000099957"
"11455","ENSG00000206145"
"11456","ENSG00000089041"
"11457","ENSG00000169860"
"11458","ENSG00000078589"
"11459","ENSG00000244165"
"11460","ENSG00000169313"
"11461","ENSG00000181631"
"11462","ENSG00000174944"
"11463","ENSG00000175591"
"11464","ENSG00000186912"
"11465","ENSG00000171631"
"11466","ENSG00000292333"
"11467","ENSG00000117385"
"11468","ENSG00000090530"
"11469","ENSG00000110811"
"11470","ENSG00000141696"
"11471","ENSG00000122884"
"11472","ENSG00000072682"
